id,text,a0,a1,a2,a3
62,vad är ungersk forint värd jämfört med en amerikansk dollar,sv,,,
63,de quelle couleur est un ballon de basket,fr,,,
64,ini terlalu kencang tolong turunkan volume,id,,,
65,provide me with the list of great restaurants in a,en,,,
66,använd det här ordet i en mening,sv,,,
67,can you tell me what alarms i have set,en,,,
68,i want to sleep,en,,,
69,ek wil musiek hoor van 'n orkes van my speel lys,af,,,
70,adakah pusat perbelanjaan di dekat sini,id,,,
71,was ist der derzeitige wechselkurs zwischen dollar und euro,de,,,
72,please remove the alarm which i set for today morning,en,,,
73,supprimer la liste de personne à partir du support lettre dans ma liste de contact,fr,,,
74,vad är telias aktievärde,sv,,,
75,voglio dormire,it,,,
76,come sarà il tempo questa settimana,it,,,
77,dimana alamat rumah joko,id,,,
78,mainit na pagbati kay mac para sa bagong trabaho,tl,,,
79,sätt en arbetsplatsmöte påminnelse för de nästkommande tre dagarna,sv,,,
80,como cozinho bife,pt,,,
81,recibí correos electrónicos de esta persona,es,,,
82,vérifie ma liste de choses à faire,fr,,,
83,réduis le son s'il te plaît,fr,,,
84,speel de podcast over de nieuwste yoga videos,nl,,,
85,per favore invia un tweet al famila per non avere un bagno pulito,it,,,
86,ano ang pinakabago sa pagbabawal sa paglalakbay ni duterte,tl,,,
87,gösterilen içeriği e-posta ile blahblah at blah nokta com adresine iletin,tr,,,
88,spiel ein turnier mit mir im candy crush,de,,,
89,en son epostalarımı görmeme izin ver,tr,,,
90,verwyder die lys van persoon begin vanaf letter medium in my kontak lys,af,,,
91,o leão da estrela,pt,,,
92,yeni işi için emreye iyi şanslar,tr,,,
93,alsjeblief verwijderd de wekker dat ik vandaag in de ochtend heb ingesteld,nl,,,
94,i tuoi scenari sul computer e trasferiscili tramite il caldo,it,,,
95,pon el noventa y ocho punto siete en la radio,es,,,
96,wann ist mein zahnarzttermin am montag,de,,,
97,berapa harga saham axioo,id,,,
98,ich möchte nach fünf uhr nachmittags keine anrufe mehr entgegennehmen,de,,,
99,starta dammsugaren noll nio noll noll,sv,,,
100,şu anda yağmur yağıyor mu,tr,,,
101,há centros comerciais aqui perto,pt,,,
102,wat is n kalone werd in vergelyking met n v. s. dollar,af,,,
103,apagar o alarme que eu defini para hoje de manhã,pt,,,
104,temukan makan malam dengan ibu di kalender saya dan hapus itu,id,,,
105,warm wishes to mac for new job,en,,,
106,welke kleur is een basketbal,nl,,,
107,siri carikan tiket kereta tujuan jakarta,id,,,
108,je dois planifie une réunion avec allison lundi à dix heures du matin,fr,,,
109,alexa éteindre la lampe dans le salon,fr,,,
110,denk je dat het vandaag leuk zal zijn,nl,,,
111,pwede ka bang magsalita ng medyo mahina,tl,,,
112,zou je wat zachter kunnen praten,nl,,,
113,regent het nu,nl,,,
114,oturma odasındaki ışıkları kıs,tr,,,
115,quanto farà freddo martedì prossimo,it,,,
116,play a podcast about latest yoga videos,en,,,
117,souhaite chaleureusement à mac pour un nouveau emploi,fr,,,
118,ik moet maandag om tien uur in de ochtend een afspraak met anna plannen,nl,,,
119,can canın ev adresi nedir,tr,,,
120,puoi dirmi quali sveglie ho attive,it,,,
121,reproducir un podcast sobre los últimos vídeos de yoga,es,,,
122,verschiebe meinen wecker um fünfzehn minuten,de,,,
123,what is a calone worth compared to a u. s. dollar,en,,,
124,salı sabahına doktor randevusu için müsait zamanım var mı,tr,,,
125,füge zu meinen lebensmitteln hinzu,de,,,
126,controlla la mia lista delle cose da fare,it,,,
127,apakah akan ada salju di hari selasa,id,,,
128,ipasa ang ipinakitang nilalaman sa blahblah at blah dot com gamit ang email,tl,,,
129,tuitar apple que o iphone não funciona,pt,,,
130,prenotami un taxi questa sera,it,,,
131,datumet idag tack,sv,,,
132,när är nästa blueskonsert i alingsås,sv,,,
133,siri eskişehir 'e tren biletleri bul,tr,,,
134,cambia tus colores en algo diferente,es,,,
135,spiel einen podcast über die neuesten yoga videos,de,,,
136,hoe kook jy 'n biefstuk,af,,,
137,toca mafalda veiga,pt,,,
138,het die universiteit van stellenbosch my al 'n e-pos gestuur,af,,,
139,what is the current exchange rate between the dollar and the euro,en,,,
140,benim için mey 'den model 'i çal,tr,,,
141,qualche nuova email da giacomo,it,,,
142,sabihin sa akin ang isang random na trivia,tl,,,
143,kayınvalideme rezervasyonları cumadan önce ayırması için mesaj at yoksa süresi dolacak,tr,,,
144,aku gak mau terima telepon lagi setelah jam lima sore,id,,,
145,kan du sätta på nästa på n. r. j.,sv,,,
146,wie soll diese woche das wetter werden,de,,,
147,was daar enige e-pos oor die verkeerde bespreking in sia,af,,,
148,lees die e-pos gestuur deur hierdie kontak,af,,,
149,bir sonraki iş toplantımdan bir saat önce bana hatırlat,tr,,,
150,op,en,,,
151,lösche alle termine für nächste woche,de,,,
152,stuur een bericht naar mijn schoonmoeder dat ze de reserveringen voor vrijdag moet boeken anders verlopen ze,nl,,,
153,quelle liste ai- je,fr,,,
154,sällskapsresan,sv,,,
155,changer vos couleurs pour quelque chose de différent,fr,,,
156,wat is bevolking per myl in alaska,nl,,,
157,que eventos hay entre las dos y cuatro de la tarde hoy,es,,,
158,hervat alsjeblieft het huidege liedje van masti,nl,,,
159,dá me a lista de restaurantes muitos bons numa,pt,,,
160,zal het bewolkt zijn in londen gedurende het weekend,nl,,,
161,is it still going to be rainy and cold on wednesday,en,,,
162,quero ler o email enviado por este contacto,pt,,,
163,was there any email regarding the wrong booking in sia,en,,,
164,wat is het aandeel i. b. m. waard,nl,,,
165,doe een toernooi met me in candy crush,nl,,,
166,teruskan konten terlihat ke blahblah at blah dot com dengan email,id,,,
167,vertel vir my wanneer daar nuwe nuus oor jacob zuma is,af,,,
168,herinner mij om sarah te ontmoeten bij safeway in mckinleyville california rond de middag,nl,,,
169,quelle est la valeur des actions d'i. b. m.,fr,,,
170,kan jy volgende lm radio aansit,af,,,
171,kommer det att snöa på tisdag,de,,,
172,çok gürültülü sesi azalt,tr,,,
173,entferne das treffen vom vierundzwanzigsten märz aus meinem plan,de,,,
174,kapan konser blues yang selanjutnya di bandung,id,,,
175,alexa turn off the lamp in the living room,en,,,
176,définir un rappel de réunion de bureau pour les trois prochains jours,fr,,,
177,wird es am mittwoch noch immer regnerisch und kalt sein,de,,,
178,fournissez-moi la liste des bons restaurants dans un,fr,,,
179,basahin ang email na ipinadala ng kontak na ito,tl,,,
180,sera-t-il bon d'acheter des actions nike aujourd'hui,fr,,,
181,das datum heute bitte,de,,,
182,imposta un promemoria per una riunione d'ufficio per i prossimi tre giorni,it,,,
183,mag-tweet sa apple na hindi gumagana ang iphone,tl,,,
184,plane ein treffen für dienstag,de,,,
185,when is the next blues concert in liverpool,en,,,
186,den künstler des lieds bitte,de,,,
187,gunakan kata ini dalam satu kalimat,id,,,
188,eliminar la lista de personas que empiezan por la letra media en mi lista de contactos,es,,,
189,zamanı greenwich yerel saati ne ayarla,tr,,,
190,quel est le taux de change actuel entre le dollar et l'euro,fr,,,
191,por favor borrar la alarma que tenía activada yo para hoy por la mañana,es,,,
192,it is too loud decrease the volume,en,,,
193,rappel moi une heure avant ma prochaine réunion de travail,fr,,,
194,quanti abitanti per miglio ci sono in asia,it,,,
195,renklerini farklı bir şeye çevir,tr,,,
196,zou het goed zijn om nike aandelen te kopen vandaag,nl,,,
197,patayin ang mga ilaw sa sala,tl,,,
198,alza,pt,,,
199,any new mail from jack,en,,,
200,maak mijn agenda vrij voor volgende week,nl,,,
201,sänk ljudet tack,sv,,,
202,transmet le contenu affiché à blahblah arobase blah point com avec e-mail,fr,,,
203,saya perlu tambahkan pertemuan dengan allison pada senin jam sepuluh pagi,id,,,
204,öka styrkan på ljuset,sv,,,
205,habe ich emails von dieser person erhalten,de,,,
206,dime quién es el artista de esta canción,es,,,
207,iskedyul ng pagpupulong sa martes,tl,,,
208,tanggal hari ini,id,,,
209,nasıl biftek pişiririm,tr,,,
210,remind me to meet sarah at safeway in mckinleyville california at noon,en,,,
211,cosa significa barzelletta,it,,,
212,wat is de huidige wisselkoers tussen de dollar en de euro,nl,,,
213,tuitea a apple diciendo que el iphone no funciona,es,,,
214,daftar apa yang saya punya,id,,,
215,pataasin ang lakas ang ilaw,tl,,,
216,comment activer l' aspirateur robot,fr,,,
217,l' università di bologna mi ha inviato una email,it,,,
218,quais são as últimas sobre as restrições de viagens do trump,pt,,,
219,ang unibersidad ng greenwich ba ay nag email sa akin,tl,,,
220,oras ng orasan,tl,,,
221,hoe dink jy lyk ek,af,,,
222,alexa skakel die lamp in die sitkamer af,af,,,
223,vilka event sker mellan två och fyra idag,sv,,,
224,la date d' aujourd'hui s'il vous plait,fr,,,
225,klocka tid,sv,,,
226,dolar ve avro arasındaki güncel döviz kuru nedir,tr,,,
227,what does joke mean,en,,,
228,dime un trivia al azar,es,,,
229,hapus acara,id,,,
230,trova la cena con la mamma sul mio calendario e cancellala,it,,,
231,no quiero recibir más llamadas después de las cinco de la tarde,es,,,
232,gaan dit bewolk wees in bloemfontein gedurende die naweek,af,,,
233,skakel aan prop,af,,,
234,bilgisayarındaki senaryoları hotspot ile geri aktar,tr,,,
235,será bueno comprar acciones de nike hoy dia,es,,,
236,lee el correo enviado por este contacto,es,,,
237,lütfen bugün sabah için kurduğum alarmı kaldır,tr,,,
238,siri vind trein kaartjies na durban,af,,,
239,aktiekurs för facebook,sv,,,
240,greenwich üniversitesi bana e-posta gönderdi mi,tr,,,
241,quiero dormir,es,,,
242,add to my groceries,en,,,
243,radyoyu doksan sekiz nokta yediye çevir,tr,,,
244,stel de tijdzone in op g. m. t.,nl,,,
245,jam berapa sekarang,id,,,
246,bigyan mo ako ng listahan ng magagandang mga restawran sa,tl,,,
247,fammi avere una lista di ottimi ristoranti,it,,,
248,wat is het laatste nieuws over trump's reisverbod,nl,,,
249,qual è il valore delle azioni generali,it,,,
250,lies mir die email vor die dieser kontakt geschrieben hat,de,,,
251,bisakah kamu beri tahu saya alarm apa yang sudah saya atur,id,,,
252,what time is it right now,en,,,
253,giorno di allenamento,it,,,
254,hoe laat is het nu,nl,,,
255,heeft de universiteit van amsterdam mij gemaild,nl,,,
256,bestel vir my 'n kaas burger van big als,af,,,
257,ai-je du temps pour un rendez-vous chez le médecin mardi matin,fr,,,
258,verwijderd de lijst van persoon die starten met medium letter in mijn contactenlijst,nl,,,
259,bisakah kamu berbicara sedikit lebih lembut,id,,,
260,erinnere mich an das treffen mit sarah am steinweg in regensburg bayern am mittag,de,,,
261,puoi mettere su radio kiss kiss,it,,,
262,como crees que me veo,es,,,
263,prüfe meine zu erledigen liste,de,,,
264,biraz daha yumuşak konuşur musun,tr,,,
265,de que cor é uma bola de basquetebol,pt,,,
266,necesito programar una reunión con allison el lunes a las diez de la mañana,es,,,
267,laat ek my mees onlangse e-posse sien,af,,,
268,is there going to be any snow on tuesday,en,,,
269,några nya mejl från daniel,sv,,,
270,wird es in berlin während des wochenendes bewölkt sein,de,,,
271,sätt på uttaget,sv,,,
272,elektrik süpürgesini sabah dokuzda çalıştır,tr,,,
273,spiel kari jobe für mich,de,,,
274,kun je alle evenementen uit mijn agenda verwijderen alsjeblieft,nl,,,
275,perlihatkan email terbaru saya,id,,,
276,palitan ang mga kulay anuman,tl,,,
277,bana bu şarkının sanatçısını söyle,tr,,,
278,can you put on the next i heart music radio show,en,,,
279,hafta sonu boyunca istanbul da hava bulutlu mu olacak,tr,,,
280,bana tırı vırı anlat,tr,,,
281,bagaimana cuaca minggu ini,id,,,
282,benim çalma listemden bir gruptan müzik duymak istiyorum,tr,,,
283,stock rate of facebook,en,,,
284,what lists do i have,en,,,
285,skeduleer 'n vergadering vir dinsdag,af,,,
286,será chuvoso em porto durante a semana,pt,,,
287,har jag någon ledig tid för läkarbesök på tisdag morgon,sv,,,
288,non voglio ricevere chiamate dopo le cinque di pomeriggio,it,,,
289,zeige verkehr,de,,,
290,siri procura bilhetes de comboio para aveiro,pt,,,
291,waktu jam,id,,,
292,recuérdame una hora antes de mi próxima reunión de trabajo,es,,,
293,manda email a figlia,it,,,
294,für die nächsten drei tage eine erinnerung an eine besprechung im büro einrichten,de,,,
295,tolong lebih kencang,id,,,
296,verminder het geluid a. u. b,nl,,,
297,à quelle heure est mon rendez-vous chez le dentiste lundi,fr,,,
298,va a estar nublado en lugo durante el fin de semana,es,,,
299,tror du att det kommer bli fint ute idag,sv,,,
1200,começa a aspirar agora por favor,pt,pt,,
1201,şehirde parti malzemeleri alınabilecek en iyi yer neresi,tr,tr,,
1202,que horas são no relógio,pt,pt,,
1203,qual é o nome do artista que criou esta música,pt,pt,,
1204,wie spät ist es,de,de,,
1205,how big is the stashable cinch bag and what does it look like,en,en,,
1206,tampilkan pengingat pengingat,id,id,,
1207,avisa me quando houver alguma nova notícia sobre o brexit,pt,pt,,
1208,adiciona passagem de ano ao calendário,pt,pt,,
1209,hoeveel is een dollar in euros,nl,nl,,
1210,spela sång vill ha dig i min spellista,sv,sv,,
1211,mostre-me notícias recentes sobre assunto particular,pt,pt,,
1212,who was john dillinger,en,en,,
1213,hur går det för compaq aktien,sv,sv,,
1214,füge neujahres abend zum kalender hinzu,de,de,,
1215,lütfen bu listeyi sil,tr,tr,,
1216,iniciar rádio,pt,es,,
1217,taxi ahora,es,es,,
1218,wie ist die zeit in münchen,de,de,,
1219,las reuniones disponibles en marzo son las que,es,es,,
1220,vad är det för datum nästa lördag,es,sv,,
1221,log a complaint to l. g. a. c. to customer service,en,en,,
1222,beginne jetzt bitte das staubsaugen,de,de,,
1223,speel asseblief vir my 'n liedjie van my gunsteling lys,af,af,,
1224,voeg john at gmail dot com by kontakte,en,en,,
1225,ano ang aking iskedyul bukas ng umaga,tl,tl,,
1226,hoeveel toetsen heeft een piano,nl,nl,,
1227,tolong hapus ini dari daftar,id,id,,
1228,hur är det nuvarande vädret i stockholm stad,sv,sv,,
1229,before this event set notification,en,en,,
1230,apakah ada apapun berita baru tentang lingkungan,id,id,,
1231,what are the latest updates with regard to trump's ties to russia,en,en,,
1232,como estão as ações da compaq,pt,pt,,
1233,robot stofzuiger aan,nl,nl,,
1234,quien es barack obama,es,es,,
1235,hangi listeleri kaydettim,tr,tr,,
1236,olly rekommendera ett evenemang som händer i mitt område,sv,sv,,
1237,fala-me sobre as minhas listas,pt,pt,,
1238,inizia a passare l'aspirapolvere per favore,it,it,,
1239,ünlülerin dedikoduları hakkında konu istiyorum,tr,tr,,
1240,gusto ko ng mga paksa sa tsismis sa artista,tl,tl,,
1241,wat zijn de laatste updates met betrekking tot trump's banden met rusland,nl,nl,,
1242,gumuhit ng mga petabit,tl,tl,,
1243,spela senaste låtarna av carola,sv,sv,,
1244,beplan vir my 'n vakansie reis,af,af,,
1245,jarak tempuh mobil b. m. w.,id,id,,
1246,benim favori listemden bir parça çal lütfen,tr,tr,,
1247,apakah kondisi cuaca untuk rabu berubah,id,id,,
1248,o trânsito para o trabalho está desimpedido,pt,pt,,
1249,iş yerine trafik açık mı,tr,tr,,
1250,kom ihåg att jag måste lämna in min matteuppgift ikväll senast elva,,sv,,
1251,wat is de beste plaats in de stad om feestbenodigdheden te kopen,,nl,,
1252,welke lijsten heb ik opgeslagen,,nl,,
1253,che tempo fa a firenze,,it,,
1254,olly recomenda-me um evento que esteja para acontecer na minha zona,,pt,,
1255,trova informazioni sul presidente sergio mattarella,,it,,
1256,gibt es irgendwelche nachrichten zur umwelt,,de,,
1257,recuérdame cuando alcance,,es,,
1258,what lists do i have saved,,en,,
1259,twittere meine beschwerde an den kundenservice,,de,,
1260,speel die podcast alsjeblieft,,nl,,
1261,alexa sag mir welcher der größte ozean der welt ist,,de,,
1262,kom ihåg att ringa barnvakten för dejtkväll på fredag,,sv,,
1263,quel est la météo actuelle à paris,,fr,,
1264,pesankan saya tiket kereta dengan kursi menghadap ke depan tujuan malang untuk pekan depan,,id,,
1265,tweet consumer service that the quantity is wrong,,en,,
1266,berätta namnet på den där låten för mig,,de,,
1267,did you receive this person email,,en,,
1268,i want topics on celebrity gossip,,en,,
1269,wat is die nuutste opdatering oor malema se bande met zimbabwe,,af,,
1270,hapus daftar ini,,id,,
1271,tagungen im märz,,de,,
1272,how much is one dollar in euros,,en,,
1273,commencer une nouvelle liste de numéros de loterie,,fr,,
1274,börja spela radio,,sv,,
1275,voglio gossip sulle celebrità,,it,,
1276,pianificami una vacanza,,it,,
1277,tampilkan surat elektronik terbaru dari elang,,id,,
1278,ano ang email address ni silvia,,id,,
1279,berätta vem som skrev den här låten,,sv,,
1280,alexa diz me qual é o maior oceano do mundo,,pt,,
1281,antes de este evento programa una notificación,,pt,,
1282,quel est mon programme pour demain matin,,fr,,
1283,est-ce que le restaurant propose la livraison à domicile,,fr,,
1284,vandaag heb ik beloningen gekregen,,nl,,
1285,quali negozi sono vicino a me,,it,,
1286,olly ipakita sakin ang paraan ng paghahanda ng sorbetes,,tl,,
1287,bu gece saat on bir itibariyle matematik ödevimi teslim etmem gerektiğini hatırlat,,tr,,
1288,die lied spielen wird nun freigegeben von welcher künstler,,de,,
1289,artık yıl iki bin on sekiz yılı mıdır,,tr,,
1290,begin nuwe lys van lotery nommers,,af,,
1291,por favor toca o prometido é devido de rui veloso,,es,,
1292,güldenin eposta adresi nedir,,tr,,
1293,hoeveel is een dollar in euro's,,nl,,
1294,twitta il mio reclamo e menziona questo servizio clienti,,it,,
1295,empieza a aspirar ahora por favor,,es,,
1296,checke meine emails,,de,,
1297,mulai pemutaran radio,,id,,
1298,wer hat den song geschrieben,,de,,
1299,det är mörkt,,sv,,
1300,olly benim bölgemde gerçekleşen etkinlik tavsiye et,,tr,,
1301,limpar esta lista,,pt,,
1302,maak seker om baba oppasser te bel vir uitgaan aand vrydag,,af,,
1303,quanto é um dólar em euro,,pt,,
1304,di mana tempat terbaik di kota untuk membeli perlengkapan pesta,,id,,
1305,what's the email address of silvia,,en,,
1306,wat is het huidig weer in de stad utrecht,,nl,,
1307,bagaimana cuaca di minahasa,,id,,
1308,programme à nrj,,fr,,
1309,répondre à john en disant que j'assisterai à la fête,,fr,,
1310,speel alsjeblieft een liedje van mijn favoriete lijst,,nl,,
1311,pwede mo bang ilagay sa musika,,tl,,
1312,kan je alsjeblieft muziek opzetten,,nl,,
1313,olly een evenement in mijn omgeving aanbevelen,,nl,,
1314,internet ten benim için en yeni şarkılar ı çal,,tr,,
1315,prenotami un biglietto del treno per il prossimo viaggio a taranto,,it,,
1316,today i got rewards,,en,,
1317,quelle est l'adresse e-mail de silvia,,fr,,
1318,programma y. op radio b. b. c.,,nl,,
1319,bana cemin en son epostasını göster,,tr,,
1320,hai ricevuto email da questa persona,,it,,
1321,hoy tengo recompensas,,es,,
1322,wie viele wecker sind aktuell eingestellt,,de,,
1323,make sure to call the babysitter for date night on friday,,en,,
1324,saat kaçı gösteriyor,,tr,,
1325,was ist mein meistgespieltes lied,,de,,
1326,cosa c'è nella mia agenda domani mattina,,it,,
1327,saya ingin mendengar lagu itu,,id,,
1328,tandaan na kailangan kong ipasa ang aking takdang aralin sa math ngayong gabi ng alas-onse,,tl,,
1329,lembra-me de ir à aula de hóquei todos os domingos à tarde,,pt,,
1330,c'è qualche spettacolo che posso vedere stasera in città,,it,,
1331,lägg till john snabela gmail punkt kom till mina kontakter,,sv,,
1332,spela framåt ett avsnitt av dumma människor,,sv,,
1333,beşiktaş'ta hava nasıl,,tr,,
1334,por favor pon los juegos de la canción por perturbado,,es,,
1335,heute habe ich belohnungen bekommen,,de,,
1336,alexa sê vir my wat is die grootste oseaan in die wêreld,,af,,
1337,quilometragem de carros b. m. w.,,pt,,
1338,wat is die datum volgende saterdag,,nl,,
1339,available meetings in march are what,,en,,
1340,bmv arabaların kilometresi,,tr,,
1341,togli la lista della spesa dalle mie liste,,it,,
1342,i play iyang podcast,,en,,
1343,istanbul f. m.,,tr,,
1344,siapa nama artis yang menciptakan lagu ini,,id,,
1345,påmind mig om de senaste nyheterna om ängelholm rörledning,,sv,,
1346,plane eine urlaubsreise für mich,,de,,
1347,huurmotor nou,,af,,
1348,skrap alles op die spyskaart,,nl,,
1349,çevreyle ilgili yeni herhangi bir haber var mı,,tr,,
1350,watter lied is daai,,af,,
1351,sage mir meine list,,de,,
1352,rood f.m klets autotune,,nl,,
1353,qu'est-ce que trump a fait maintenant,,fr,,
1354,spela eld och lågor med victor leksell tack,,sv,,
1355,s'il te plait joue la chanson la vie en rose par edith piaf,,fr,,
1356,skrap hierdie lys asseblief,,af,,
1357,dibuja petabits,,es,,
1358,hoe is het klimaat vandaag,,nl,,
1359,tweet ao atendimento ao consumidor que a quantidade está errada,,pt,,
1360,hoeveel platen heeft prince gemaakt,,nl,,
1361,tweet to amazon about late delivery of my t. v.,,en,,
1362,apagar tudo do menu,,pt,,
1363,taxi now,,en,,
1364,begin de radio te spelen,,nl,,
1365,het liedje wat nu speelt is uitgebracht door welke artiest,,nl,,
1366,ingatkan saya harus menyerahkan tugas matematika saya malam ini jam sebelas,,id,,
1367,wie is die beste kitaarspelers van alle tye,,af,,
1368,bewaar oerend hard liedje in mijn afspeellijst,,nl,,
1369,démarre la radio,,fr,,
1370,laat my weet wanneer daar nuus is oor die covid entstof,,af,,
1371,jag vill höra den där låten,,sv,,
1372,önümüzdeki hafta karsa gitmek için yataklı vagonu olan bir tren bileti ayırt,,tr,,
1373,wer war john dillinger,,de,,
1374,tolong mainkan episode berikutnya dari acara finfolk,,id,,
1375,reply to john stating that i will attend the party,,en,,
1376,dis moi qui a écrit cette chanson,,fr,,
1377,twittere an amazon bezüglich der späten leiferung meines fernsehers,,de,,
1378,tweeter le service consommateur que la quantité est fausse,,fr,,
1379,tanggalin lahat ang nasa menu,,tl,,
1380,silencieux,,fr,,
1381,john at gmail dot com zu kontakten,,de,,
1382,dimmi chi ha scritto questa canzone,,it,,
1383,maaari mo ba akong paalalahanan na pumunta sa klase sa hockey tuwing linggo ng hapon,,tl,,
1384,wie viele tasten hat ein piano,,de,,
1385,please play forward episode in quantico,,en,,
1386,staubsaugerroboter einschalten,,de,,
1387,beritahu apa judul lagu itu,,id,,
1388,comenzar una nueva lista de números de lotería,,es,,
1389,özel haber deki son haberleri göster,,tr,,
1390,que sont les réunions disponibles en mars,,fr,,
1391,cuanto es un dólar en euros,,es,,
1392,book a train ticket with a berth seat to lucknow for next week,,en,,
1393,y a-t-il quelque nouveau environnemental nouvelles,,fr,,
1394,per favore elimina questa lista,,it,,
1395,lütfen duman dan seni kendime sakladım şarkı sını çal,,tr,,
1396,stil,,tr,,
1397,i-play para sa akin ang pinakabagong mga kanta mula sa net,,tl,,
1398,che canzone è quella,,it,,
1399,please remove the grocery list from my set of lists,,en,,
1400,vertel me mijn lijst,,nl,,
1401,har restaurangen hemleverans,,sv,,
1402,n'oubliez pas que je dois rendre mon devoir de maths ce soir à onze heures,,fr,,
1403,program di radio b. b. c.,,id,,
1404,var tyst,,sv,,
1405,erstelle eine benachrichtigung vor diesem event,,de,,
1406,robot aspiradora encendido,,es,,
1407,gaano karaming mga susi ang nasa isang pyano,,tl,,
1408,tambahkan jaka at gmail dot com ke kontak,,id,,
1409,alexa bana dünyanın en büyük okyanusunu söyle,,tr,,
1410,save chhana mereya song in my playlist,,en,,
1411,dammi la lista di tutti gli eventi in arrivo il prossimo mese e imposta delle notifiche per tutti,,it,,
1412,welke dagen in maart zijn vrij voor vergaderingen,,nl,,
1413,me recordarás que vaya a la clase de hockey todos los domingos por la tarde,,es,,
1414,apa di jalanan macetnya panjang,,id,,
1415,maging mute,,tl,,
1416,quelle est l'heure de paris,,fr,,
1417,qual è la data di sabato prossimo,,it,,
1418,olly mostra-me como se prepara gelado,,pt,,
1419,ano ang petsa sa susunod na sabado,,tl,,
1420,alexa mangyaring sabihin sa akin ang pinakabagong video na nag-viral sa twitter para sa paksang narendra modi,,tl,,
1421,speel musiek in verband met die musiek wat ek vanoggend na geluister het,,af,,
1422,beantwoord pieter en sê dat ek die partytjie sal bywoon,,nl,,
1423,rita petabits,,nl,,
1424,ajoute jean arobas gmail point com aux contacts,,fr,,
1425,alexa berätta om den senaste virala videon på twitter ämne magdalena andersson,,sv,,
1426,mart ayında mevcut toplantılar nelerdir,,tr,,
1427,give me the list of all events coming up in the next month and set notifications for all of them,,en,,
1428,pon ese podcast por favor,,es,,
1429,kapan hari lahir albertus soegijapranata,,id,,
1430,qual è il miglior negozio in città per comprare l'occorrente per una festa,,it,,
