id,text,a0,a1,a2,a3
1444,laat me recent nieuws over een bepaald onderwerp zien,,nl,,
1445,hapus daftar janji dengan teman baik,,id,,
1446,i-tweet ang serbisyo sa customer na mali ang bilang,,tl,,
1447,twitta al servizio clienti che la quantità è sbagliata,,it,,
1448,olly laat me een methode zien om softijs te maken,,nl,,
1449,riproduci la radio,,it,,
1450,lösche alles vom menü,,de,,
1451,apakah anda menerima surel orang ini,,id,,
1452,delete the list brads appointments,,en,,
1453,riproduci futura di lucio dalla,,it,,
1454,verwijder de lijst met bram's afspraken,,nl,,
1455,wat is de datum aanstaande zaterdag,,nl,,
1456,vind besonderhede oor president cyril ramaphosa,,af,,
1457,quelle heure est il sur l'horloge,,fr,,
1458,begin een nieuwe lijst met lotnummers,,nl,,
1459,bisakah kamu memainkan musik,,id,,
1460,das lied zaubermond auf meiner playliste speichern,,de,,
1461,inviami una notifica quando ci sono novità sulla tav,,it,,
1462,pon música relacionada con la música que escuché esta mañana,,es,,
1463,wie ist mein terminplan morgen früh,,de,,
1464,lütfen müzik çalar mısın,,tr,,
1465,qual é o tempo atual na cidade do porto,,pt,,
1466,programa radio nacional de españa,,es,,
1467,is die jaar twee duisend en agtien 'n skrikkeljaar,,af,,
1468,i want to hear that song,,en,,
1469,vänligen ta bort inköps listan från mina listor,,sv,,
1470,wie viele aufnahmen hat prince gemacht,,de,,
1471,hur stor är den förvaringsbara jympaväskan och hur ser den ut,,sv,,
1472,karanlık,,tr,,
1473,meilenstein von b. m. w. autos,,de,,
1474,actueel wereld nieuws,,nl,,
1475,apakah tahun dua ribu delapan belas tahun kabisat,,id,,
1476,paki play ang kanta na kanlungan ni noel cabangon,,tl,,
1477,robot süpürgeyi çalıştır,,tr,,
1478,notify me when there's news on the dakota pipeline,,en,,
1479,tarkan kaç albüm çıkardı,,tr,,
1480,o podcasti çal,,it,,
1481,rencanakan trip liburan untuk saya,,id,,
1482,trump'ın rusya ile olan bağlantıları yla ilgili son gelişmeler neler,,tr,,
1483,show reminders,,en,,
1484,is it bumper to bumper,,en,,
1485,hoeveel sleutels is op 'n klavier,,nl,,
1486,quantos recordes roberto leal fez,,pt,,
1487,vad är klockan,,sv,,
1488,come si chiama l'artista che ha creato questa canzone,,it,,
1489,es wäre nett wenn du den status für mich posten würdest,,de,,
1490,qual é o tempo no porto,,pt,,
1491,tolong alexa kasih tahu aku video terbaru yang viral di twitter belakangan ini untuk topik narendra modi,,id,,
1492,hay alguna nueva noticia de medio ambiente,,es,,
1493,fammi vedere gli orari del treno da bologna a padova per domani,,it,,
1494,sag mir wer dieses lied geschrieben hat,,de,,
1495,bagaimana saham compaq,,id,,
1496,heeft restaurant thuis bezorging,,nl,,
1497,irais-tu vérifier mes emails pour moi,,fr,,
1498,cuántos discos hizo el joaquín sabina,,es,,
1499,spela en låt från min favoritlista,,sv,,
1500,plan me a holiday trip,,en,,
