id,text,a0,a1,a2,a3
3862,por favor dame direcciones a un parque que este cerca de mi,,,,es
3863,muntere mich auf,,,,de
3864,dubai'de saat kaç,,,,tr
3865,por favor diz me qual é a loja de conveniência mais próxima da minha casa,,,,pt
3866,tasa entre estas monedas,,,,es
3867,verduidelik fotosintese,,,,af
3868,what's my friend joe's phone number,,,,en
3869,lägg till ett evenemang på mitt schema tack,,,,sv
3870,liste laufende lokale ausstellungen auf,,,,de
3871,lägg till min mamma i kalendern måndag brunch,,,,sv
3872,annemin hiç email gönderip göndermediğini kontrol et,,,,tr
3873,ich brauche einen besseren fokus olly ich kann mich auf nichts konzentrieren,,,,de
3874,kan ik de richting krijgen naar de dichtstbijzijnde kroeg,,,,nl
3875,jelaskan fotosintesis,,,,id
3876,tumugon sa email ni antonio,,,,tl
3877,palto giymeli miyim,,,,tr
3878,when is the next boston redso game,,,,en
3879,devam eden yerel sergileri listele,,,,tr
3880,dört ekim öğlen on ikide planlanmış toplantıyı sil,,,,tr
