id,text,a0,a1,a2,a3
2527,ingatkan saya pada pukul enam untuk rapat pukul tujuh,,,id,
2528,bilhan ako ng anumang bagay sa online,,,tl,
2529,qual é a mudança na acção do continente,,,pt,
2530,quanti anni ha alessandro borghi,,,it,
2531,i vilken stad föddes elvis,,,sv,
2532,behöver jag ha på mig stövlar,,,sv,
2533,giden bir yanıt mesajı göndermeye hazırlan,,,tr,
2534,cuándo sale el próximo tren a sabadell,,,es,
2535,welche geschäfte kann ich in mailand finden,,,de,
2536,speel vir my madonna liedjie van oudioboek,,,af,
2537,quero a iluminação azul,,,pt,
2538,verwyder alle gebeurtenisse op die ses en twintigste desember,,,af,
2539,what is the weather in paris,,,en,
2540,mavi ışık istiyorum,,,tr,
2541,riproduci rosso relativo da dove l'avevo fermata,,,it,
2542,mangyaring magtakda ng buwanang paalala para sa pagbabayad ng upa,,,tl,
2543,lyft i aç,,,tr,
2544,aku mau lampu warna oranye sekarang,,,id,
2545,sätt ett larm för danslektionerna två timmar före lektionerna börjar,,,sv,
2546,füge wöchentlich einen anruf um dreizehn uhr dem kalender hinzu,,,de,
2547,waar is joshua na die reën se volgende optrede,,,af,
2548,tweet met verbruikersdiens oor probleem wat ek met die produk in die gesig staar,,,af,
2549,en favori yemeği ara,,,tr,
2550,skakel die sitkamer ligte af,,,af,
2551,wann ist meine mittagspause,,,de,
2552,open de lyft app,,,sv,
2553,pouvez-vous s'il vous plaît mettre quelque chose quelque chose at gmail point com dans mes contacts,,,fr,
2554,vad har jag planerat på fredag,,,sv,
2555,quand part le prochain train pour atlanta,,,fr,
2556,weer in pretoria gauteng,,,af,
2557,cuál es la definición de sucinto,,,es,
2558,laat me weten welke wekkers je heb gezet,,,nl,
2559,o restaurante tem entrega ao domicílio,,,pt,
2560,alsjeblieft boek een trein kaartje voor me,,,nl,
2561,set the alarm to seven am for work,,,en,
2562,tweet ao atendimento ao consumidor da amazon sobre o problema que eu estou a enfrentar com o produto,,,pt,
2563,where is fallout boy performing next,,,en,
2564,wat zijn de nieuwsupdates over b. b. c.,,,nl,
2565,alsjeblief verwijderd dit lijstje,,,nl,
2566,pesankan sesuatu online,,,id,
2567,ek het n vergadering more tweeuur n. m. met jan sit dit in my kalender,,,af,
2568,hoe laat is het in parijs,,,nl,
2569,quelles sont les nouvelles mises à jour sur b. b. c.,,,fr,
2570,stel 'n alarm vir die dans klasse twee ure voor die klasse begin,,,af,
2571,påminn mig klockan sex om mötet klockan sju,,,sv,
2572,iş yerinden son tren kaçta kalkıyor,,,tr,
2573,ich hätte gerne einige infos über dich,,,de,
2574,apakah saya perlu memakai sepatu bot,,,id,
2575,i want you to put on be warned by tech nine,,,en,
2576,supprime s'il te plait la date pour mon déjeuner de l'emploi du temps du vingt trois mars,,,fr,
2577,stelle einen wecker um sieben uhr für die arbeit,,,de,
2578,le restaurant a-t-il la livraison,,,fr,
2579,mag-tweet sa consumer service tungkol sa problemang kinakaharap ko sa produkto,,,tl,
2580,quel est le maximum pour aujourd'hui,,,fr,
2581,in welcher stadt wurde nena geboren,,,de,
2582,elimina il mio appuntamento a pranzo dall'agenda del ventitré marzo per favore,,,it,
2583,ano ang pagbabago sa best buy stick,,,tl,
2584,erstelle einen wiederkehrenden ausflug zum lebensmittelladen für jeden sonntag,,,de,
2585,do i need to wear boots,,,en,
2586,bei welcher temperatur backt man kekse,,,de,
2587,bisakah kamu membuat acara baru di kalender saya,,,id,
2588,es la fecha correcta de este evento,,,es,
2589,çalan bu şarkıyı seviyorum,,,tr,
2590,quelle est la météo à paris,,,fr,
2591,mostrar los ajustes de volumen,,,es,
2592,when does the last train from work leave,,,en,
2593,recherchez votre plat préféré,,,fr,
2594,meteo torino piemonte,,,it,
2595,aydın için bir sonraki tren ne zaman ayrılıyor,,,tr,
2596,wat is het maximum voor vandaag,,,nl,
2597,gusto ko makinig sa ulan,,,tl,
2598,spegni le luci del soggiorno,,,it,
2599,play born to run from where i stopped,,,en,
2600,wanneer is mijn lunchpauze,,,nl,
2601,lägg upp den här bilden på twitter,,,sv,
2602,commande moi quelque chose en ligne,,,fr,
2603,tolong hubungi taksi buat jemput di b. i. p. dan antar aku ke c. g. v. paris van java,,,id,
2604,hur mycket är klockan i australien just nu,,,sv,
2605,bjork album das ich am wenigsten gehört habe,,,de,
2606,a qué temperatura deberia de hornear las galletas,,,es,
2607,mag-set up ng umuulit na pagpunta sa grocery store tuwing linggo,,,tl,
2608,di kota mana chrisye lahir,,,id,
2609,bana sesli kitap ta tarkan dan şarkı çal,,,tr,
2610,what is the time in paris,,,en,
2611,rendi le luci di un colore diverso,,,it,
2612,wat is het weer in parijs,,,nl,
2613,cuál es el cambio en best buy stick,,,es,
2614,carikan saluran kis f. m.,,,id,
2615,ano ang oras sa australia ngayon,,,tl,
2616,quelle est la température moyenne à nice pour cette semaine,,,fr,
2617,rimuovi tutti gli eventi del ventisei dicembre,,,it,
2618,procura comércio local,,,pt,
2619,tanggalin ang lahat ng mga kaganapan sa ika-dalawamput anim ng disyembre,,,tl,
2620,idagdag ang pagkikita nami ni dave sa subway sa weber sa ika-apat ng abril ng alas singko p. m.,,,tl,
2621,maak my wakker elke weeksdag om sewe v. m.,,,af,
2622,ek wil hê jy moet i fink u freeky deur die antwoord speel,,,af,
2623,vad betyder ordet kortfattad,,,sv,
2624,dans quelle ville est né johnny,,,fr,
2625,lägg till möte med david på subway i malmö fjärde april sjutton noll noll,,,sv,
2626,paris'te hava nasıl,,,tr,
2627,make the lights a different color,,,en,
2628,establezca un recordatorio mensual para pagar el alquiler,,,es,
2629,daftar baru dibuat besok,,,id,
2630,devo scrivere una email a mia madre ho in programma di andare a trovarla chiedile come sarà il tempo così so cosa mettere in valigia,,,it,
2631,me gustaría luces naranjas ahora,,,es,
2632,bespreek 'n trein kaartjie vir my,,,af,
2633,persoonlike digitale assistent,,,af,
2634,iowa'da hava nasıl,,,tr,
2635,cuál es la máxima para hoy,,,es,
2636,tuitea a atención al cliente acerca del problema que estoy teniendo con el producto,,,es,
2637,ses ayarlarını göster,,,tr,
2638,berei voor om 'n uitgaande antwoord boodskap te stuur,,,af,
2639,vilka filmer spelar mia skäringer i,,,sv,
2640,yirmi altı aralıktaki tüm etkinlikleri kaldır,,,tr,
2641,por favor añada el almuerzo con erin a mi calendario en el restaurante,,,es,
2642,notify me in fifteen before meeting starts,,,en,
2643,bu kelime ne anlama geliyor,,,tr,
2644,ik hou van dit nummer dat wordt afgespeeld,,,nl,
2645,hapus janji saat ini,,,id,
2646,may paghatid ba ang restawran na ito,,,tl,
2647,il ristorante fa consegne,,,it,
2648,vind lokale winkels,,,nl,
2649,quali sono le nuove notizie sulla rai,,,it,
2650,twittere an den kundenservice zu dem problem das ich mit dem produkt habe,,,de,
2651,tolong hapus semua rapat hari ini setelah jam tujuh malam,,,id,
2652,delete appointment at time,,,en,
2653,cosa ho pianificato per venerdì,,,it,
2654,verwijder afspraak op tijd,,,nl,
2655,verwijder alle evenementen op zesentwintig december,,,nl,
2656,huidige tyd in new york,,,af,
2657,éteindre la lampe de la chambre,,,fr,
2658,is de datum van dit event juist,,,nl,
2659,atur alarm untuk pukul sembilan pagi,,,id,
2660,in paris ist es wie spät,,,de,
2661,imposta una sveglia per le lezioni di danza due ore prima che inizino,,,it,
2662,despiértame cada semana a las siete de la mañana,,,es,
2663,ich habe gehört heidi klum hat eben geheiratet kannst du mir die hochzeitsbilder auf ihrem instagram zeigen,,,de,
2664,sabah dokuza alarm kur,,,tr,
2665,quando é a minha consulta no dentista,,,pt,
2666,por favor llama a un taxi para llegar al cuatrocientos y llévame al teatro señorial,,,es,
2667,ek moet môre om agt v. m. aan die gang kom stel 'n wekker dertig minute voor dit,,,af,
2668,remind me at six about the meeting at seven,,,en,
2669,spela allt det vackra där jag avslutade,,,sv,
2670,buch bitte ein zug ticket für mich,,,de,
2671,personlig digital assistent,,,sv,
2672,bana sağlayıcımdan haber ver,,,tr,
2673,ich möchte blaue beleuchtung,,,de,
2674,wat is het adres van margriet de vries,,,nl,
2675,saya harus berangkat jam delapan pagi besok atur alarm tiga puluh menit sebelumnya,,,id,
2676,kailan aalis ang susunod na tren papuntang atlanta,,,tl,
2677,kurabiyeleri kaç derecede pişirmem lazım,,,tr,
2678,set an alarm for the dance classes two hours before the classes start,,,en,
2679,lütfen benim için bir tren bileti ayırt,,,tr,
2680,lütfen kira ödemesi için aylık hatırlatıcı ayarla,,,tr,
2681,tambahkan telepon mingguan jam satu siang ke kalender,,,id,
2682,ışıkları maviye çevir,,,tr,
2683,what movies is kevin spacey in,,,en,
2684,find me kiss f. m. channel,,,en,
2685,stel 'n herhalende kruidenierswinkel besoek op vir elke sondag,,,af,
2686,por favor reserve um bilhete de comboio para mim,,,es,
2687,släck lampan i sovrummet,,,sv,
2688,vorrei le luci arancioni adesso,,,it,
2689,finden neu musik von qntal für mich,,,de,
2690,preparar envio de uma mensagem de resposta,,,pt,
2691,tambahkan pertemuan dengan david di bakmi g. m. di pondok indah mall tanggal empat april jam lima sore,,,id,
2692,busca mi comida favorita,,,es,
2693,che cosa c'è elencato,,,it,
2694,bitte lösche meinen termin zum mittagessen aus dem plan für den dreiundzwanzigsten märz,,,de,
2695,tolong hapus semuanya dari kalender saya,,,id,
2696,post deze foto op twitter,,,nl,
2697,est-ce l'anniversaire ou l'anniversaire de quelqu'un aujourd'hui,,,fr,
2698,por favor reserva un billete de tren para mí,,,es,
2699,vem är u. s. a. s. president,,,sv,
2700,add weekly one p. m. call to calendar,,,en,
2701,ich habe morgen eine treffen mit johannes um vierzehn uhr füge das zu meinen kalender hinzu,,,de,
2702,pakihanap ang bagong musika mula sa kamikazee para sa akin,,,tl,
2703,qual è il cambiamento nelle azioni mediaworld,,,it,
2704,who is the president of america,,,en,
2705,lägg till veckovis samtal klockan ett på dagen i kalendern,,,sv,
2706,apri lyft,,,it,
2707,what is the address of tara john,,,en,
2708,muss ich stiefel anziehen,,,de,
2709,s'il vous plaît ajouter le brunch avec erin à mon calendrier au diner,,,fr,
2710,liste d' épicerie,,,fr,
2711,i would like orange lights now,,,en,
2712,quantos anos tem o ryan reynolds,,,pt,
2713,laat weet my oor die alarms wat jy gestel het,,,af,
2714,hat das restaurant auch lieferung nach hause,,,de,
2715,mi piace questa canzone in riproduzione,,,it,
2716,finde lokale geschäfte,,,de,
2717,starta nästa podcastavsnitt,,,sv,
2718,ik wil gewoon wat informatie over jou weten,,,nl,
2719,bıraktığım yerden mimoza çiçeği ni çal,,,tr,
