id,text,a0,a1,a2,a3
104,temukan makan malam dengan ibu di kalender saya dan hapus itu,id,,,
105,warm wishes to mac for new job,en,,,
106,welke kleur is een basketbal,nl,,,
107,siri carikan tiket kereta tujuan jakarta,id,,,
108,je dois planifie une réunion avec allison lundi à dix heures du matin,fr,,,
109,alexa éteindre la lampe dans le salon,fr,,,
110,denk je dat het vandaag leuk zal zijn,nl,,,
111,pwede ka bang magsalita ng medyo mahina,tl,,,
112,zou je wat zachter kunnen praten,nl,,,
113,regent het nu,nl,,,
114,oturma odasındaki ışıkları kıs,tr,,,
115,quanto farà freddo martedì prossimo,it,,,
116,play a podcast about latest yoga videos,en,,,
117,souhaite chaleureusement à mac pour un nouveau emploi,fr,,,
118,ik moet maandag om tien uur in de ochtend een afspraak met anna plannen,nl,,,
119,can canın ev adresi nedir,tr,,,
120,puoi dirmi quali sveglie ho attive,it,,,
121,reproducir un podcast sobre los últimos vídeos de yoga,es,,,
122,verschiebe meinen wecker um fünfzehn minuten,de,,,
123,what is a calone worth compared to a u. s. dollar,en,,,
124,salı sabahına doktor randevusu için müsait zamanım var mı,tr,,,
125,füge zu meinen lebensmitteln hinzu,de,,,
126,controlla la mia lista delle cose da fare,it,,,
127,apakah akan ada salju di hari selasa,id,,,
128,ipasa ang ipinakitang nilalaman sa blahblah at blah dot com gamit ang email,tl,,,
129,tuitar apple que o iphone não funciona,pt,,,
130,prenotami un taxi questa sera,it,,,
131,datumet idag tack,sv,,,
132,när är nästa blueskonsert i alingsås,sv,,,
133,siri eskişehir 'e tren biletleri bul,tr,,,
134,cambia tus colores en algo diferente,es,,,
135,spiel einen podcast über die neuesten yoga videos,de,,,
136,hoe kook jy 'n biefstuk,af,,,
137,toca mafalda veiga,pt,,,
138,het die universiteit van stellenbosch my al 'n e-pos gestuur,af,,,
139,what is the current exchange rate between the dollar and the euro,en,,,
140,benim için mey 'den model 'i çal,tr,,,
141,qualche nuova email da giacomo,it,,,
142,sabihin sa akin ang isang random na trivia,tl,,,
143,kayınvalideme rezervasyonları cumadan önce ayırması için mesaj at yoksa süresi dolacak,tr,,,
144,aku gak mau terima telepon lagi setelah jam lima sore,id,,,
145,kan du sätta på nästa på n. r. j.,sv,,,
146,wie soll diese woche das wetter werden,de,,,
147,was daar enige e-pos oor die verkeerde bespreking in sia,af,,,
148,lees die e-pos gestuur deur hierdie kontak,af,,,
149,bir sonraki iş toplantımdan bir saat önce bana hatırlat,tr,,,
150,op,en,,,
151,lösche alle termine für nächste woche,de,,,
152,stuur een bericht naar mijn schoonmoeder dat ze de reserveringen voor vrijdag moet boeken anders verlopen ze,nl,,,
153,quelle liste ai- je,fr,,,
154,sällskapsresan,sv,,,
155,changer vos couleurs pour quelque chose de différent,fr,,,
156,wat is bevolking per myl in alaska,nl,,,
157,que eventos hay entre las dos y cuatro de la tarde hoy,es,,,
158,hervat alsjeblieft het huidege liedje van masti,nl,,,
159,dá me a lista de restaurantes muitos bons numa,pt,,,
160,zal het bewolkt zijn in londen gedurende het weekend,nl,,,
161,is it still going to be rainy and cold on wednesday,en,,,
162,quero ler o email enviado por este contacto,pt,,,
163,was there any email regarding the wrong booking in sia,en,,,
164,wat is het aandeel i. b. m. waard,nl,,,
165,doe een toernooi met me in candy crush,nl,,,
166,teruskan konten terlihat ke blahblah at blah dot com dengan email,id,,,
167,vertel vir my wanneer daar nuwe nuus oor jacob zuma is,af,,,
168,herinner mij om sarah te ontmoeten bij safeway in mckinleyville california rond de middag,nl,,,
169,quelle est la valeur des actions d'i. b. m.,fr,,,
170,kan jy volgende lm radio aansit,af,,,
171,kommer det att snöa på tisdag,de,,,
172,çok gürültülü sesi azalt,tr,,,
173,entferne das treffen vom vierundzwanzigsten märz aus meinem plan,de,,,
174,kapan konser blues yang selanjutnya di bandung,id,,,
175,alexa turn off the lamp in the living room,en,,,
176,définir un rappel de réunion de bureau pour les trois prochains jours,fr,,,
177,wird es am mittwoch noch immer regnerisch und kalt sein,de,,,
178,fournissez-moi la liste des bons restaurants dans un,fr,,,
179,basahin ang email na ipinadala ng kontak na ito,tl,,,
180,sera-t-il bon d'acheter des actions nike aujourd'hui,fr,,,
181,das datum heute bitte,de,,,
182,imposta un promemoria per una riunione d'ufficio per i prossimi tre giorni,it,,,
183,mag-tweet sa apple na hindi gumagana ang iphone,tl,,,
184,plane ein treffen für dienstag,de,,,
185,when is the next blues concert in liverpool,en,,,
186,den künstler des lieds bitte,de,,,
187,gunakan kata ini dalam satu kalimat,id,,,
188,eliminar la lista de personas que empiezan por la letra media en mi lista de contactos,es,,,
189,zamanı greenwich yerel saati ne ayarla,tr,,,
190,quel est le taux de change actuel entre le dollar et l'euro,fr,,,
191,por favor borrar la alarma que tenía activada yo para hoy por la mañana,es,,,
192,it is too loud decrease the volume,en,,,
193,rappel moi une heure avant ma prochaine réunion de travail,fr,,,
194,quanti abitanti per miglio ci sono in asia,it,,,
195,renklerini farklı bir şeye çevir,tr,,,
196,zou het goed zijn om nike aandelen te kopen vandaag,nl,,,
197,patayin ang mga ilaw sa sala,tl,,,
198,alza,pt,,,
199,any new mail from jack,en,,,
200,maak mijn agenda vrij voor volgende week,nl,,,
201,sänk ljudet tack,sv,,,
202,transmet le contenu affiché à blahblah arobase blah point com avec e-mail,fr,,,
203,saya perlu tambahkan pertemuan dengan allison pada senin jam sepuluh pagi,id,,,
204,öka styrkan på ljuset,sv,,,
205,habe ich emails von dieser person erhalten,de,,,
206,dime quién es el artista de esta canción,es,,,
207,iskedyul ng pagpupulong sa martes,tl,,,
208,tanggal hari ini,id,,,
209,nasıl biftek pişiririm,tr,,,
210,remind me to meet sarah at safeway in mckinleyville california at noon,en,,,
211,cosa significa barzelletta,it,,,
212,wat is de huidige wisselkoers tussen de dollar en de euro,nl,,,
213,tuitea a apple diciendo que el iphone no funciona,es,,,
214,daftar apa yang saya punya,id,,,
215,pataasin ang lakas ang ilaw,tl,,,
216,comment activer l' aspirateur robot,fr,,,
217,l' università di bologna mi ha inviato una email,it,,,
218,quais são as últimas sobre as restrições de viagens do trump,pt,,,
219,ang unibersidad ng greenwich ba ay nag email sa akin,tl,,,
220,oras ng orasan,tl,,,
221,hoe dink jy lyk ek,af,,,
222,alexa skakel die lamp in die sitkamer af,af,,,
223,vilka event sker mellan två och fyra idag,sv,,,
224,la date d' aujourd'hui s'il vous plait,fr,,,
225,klocka tid,sv,,,
226,dolar ve avro arasındaki güncel döviz kuru nedir,tr,,,
227,what does joke mean,en,,,
228,dime un trivia al azar,es,,,
229,hapus acara,id,,,
230,trova la cena con la mamma sul mio calendario e cancellala,it,,,
231,no quiero recibir más llamadas después de las cinco de la tarde,es,,,
232,gaan dit bewolk wees in bloemfontein gedurende die naweek,af,,,
233,skakel aan prop,af,,,
234,bilgisayarındaki senaryoları hotspot ile geri aktar,tr,,,
235,será bueno comprar acciones de nike hoy dia,es,,,
236,lee el correo enviado por este contacto,es,,,
237,lütfen bugün sabah için kurduğum alarmı kaldır,tr,,,
238,siri vind trein kaartjies na durban,af,,,
239,aktiekurs för facebook,sv,,,
240,greenwich üniversitesi bana e-posta gönderdi mi,tr,,,
241,quiero dormir,es,,,
242,add to my groceries,en,,,
243,radyoyu doksan sekiz nokta yediye çevir,tr,,,
244,stel de tijdzone in op g. m. t.,nl,,,
245,jam berapa sekarang,id,,,
246,bigyan mo ako ng listahan ng magagandang mga restawran sa,tl,,,
247,fammi avere una lista di ottimi ristoranti,it,,,
248,wat is het laatste nieuws over trump's reisverbod,nl,,,
249,qual è il valore delle azioni generali,it,,,
250,lies mir die email vor die dieser kontakt geschrieben hat,de,,,
251,bisakah kamu beri tahu saya alarm apa yang sudah saya atur,id,,,
252,what time is it right now,en,,,
253,giorno di allenamento,it,,,
254,hoe laat is het nu,nl,,,
255,heeft de universiteit van amsterdam mij gemaild,nl,,,
256,bestel vir my 'n kaas burger van big als,af,,,
257,ai-je du temps pour un rendez-vous chez le médecin mardi matin,fr,,,
258,verwijderd de lijst van persoon die starten met medium letter in mijn contactenlijst,nl,,,
259,bisakah kamu berbicara sedikit lebih lembut,id,,,
260,erinnere mich an das treffen mit sarah am steinweg in regensburg bayern am mittag,de,,,
261,puoi mettere su radio kiss kiss,it,,,
262,como crees que me veo,es,,,
263,prüfe meine zu erledigen liste,de,,,
264,biraz daha yumuşak konuşur musun,tr,,,
265,de que cor é uma bola de basquetebol,pt,,,
266,necesito programar una reunión con allison el lunes a las diez de la mañana,es,,,
267,laat ek my mees onlangse e-posse sien,af,,,
268,is there going to be any snow on tuesday,en,,,
269,några nya mejl från daniel,sv,,,
270,wird es in berlin während des wochenendes bewölkt sein,de,,,
271,sätt på uttaget,sv,,,
272,elektrik süpürgesini sabah dokuzda çalıştır,tr,,,
273,spiel kari jobe für mich,de,,,
274,kun je alle evenementen uit mijn agenda verwijderen alsjeblieft,nl,,,
275,perlihatkan email terbaru saya,id,,,
276,palitan ang mga kulay anuman,tl,,,
277,bana bu şarkının sanatçısını söyle,tr,,,
278,can you put on the next i heart music radio show,en,,,
279,hafta sonu boyunca istanbul da hava bulutlu mu olacak,tr,,,
280,bana tırı vırı anlat,tr,,,
281,bagaimana cuaca minggu ini,id,,,
282,benim çalma listemden bir gruptan müzik duymak istiyorum,tr,,,
283,stock rate of facebook,en,,,
284,what lists do i have,en,,,
285,skeduleer 'n vergadering vir dinsdag,af,,,
286,será chuvoso em porto durante a semana,pt,,,
287,har jag någon ledig tid för läkarbesök på tisdag morgon,sv,,,
288,non voglio ricevere chiamate dopo le cinque di pomeriggio,it,,,
289,zeige verkehr,de,,,
290,siri procura bilhetes de comboio para aveiro,pt,,,
291,waktu jam,id,,,
292,recuérdame una hora antes de mi próxima reunión de trabajo,es,,,
293,manda email a figlia,it,,,
294,für die nächsten drei tage eine erinnerung an eine besprechung im büro einrichten,de,,,
295,tolong lebih kencang,id,,,
296,verminder het geluid a. u. b,nl,,,
297,à quelle heure est mon rendez-vous chez le dentiste lundi,fr,,,
298,va a estar nublado en lugo durante el fin de semana,es,,,
299,tror du att det kommer bli fint ute idag,sv,,,
